"Start Year","IsCovidYear","is completed","total words","depression percent","anxiety percent","loneliness percent","distress percent","any word we want percent","depression num mentions","anxiety num mentions","loneliness num mentions","distress num mentions","any word we want num mentions","depression is mentioned","anxiety is mentioned","loneliness is mentioned","distress is mentioned","any word we want is mentioned"
"2022",1,0,559,"0.17889087656529518%","0.0%","0.0%","0.0%","0.17889087656529518%",1,0,0,0,1,1,0,0,0,1
"2010",0,1,356,"0.0%","0.2808988764044944%","0.0%","0.0%","0.2808988764044944%",0,1,0,0,1,0,1,0,0,1
"2019",0,1,483,"0.0%","0.0%","0.0%","0.2070393374741201%","0.2070393374741201%",0,0,0,1,1,0,0,0,1,1
"2016",0,1,236,"0.0%","0.0%","0.0%","0.423728813559322%","0.423728813559322%",0,0,0,1,1,0,0,0,1,1
"2021",1,0,722,"0.0%","0.0%","0.13850415512465375%","0.0%","0.13850415512465375%",0,0,1,0,1,0,0,1,0,1
"2008",0,0,167,"0.5988023952095808%","0.0%","0.0%","0.0%","0.5988023952095808%",1,0,0,0,1,1,0,0,0,1
"2021",1,0,33,"0.0%","3.0303030303030303%","0.0%","0.0%","3.0303030303030303%",0,1,0,0,1,0,1,0,0,1
"2017",0,1,698,"0.0%","0.14326647564469913%","0.0%","0.0%","0.14326647564469913%",0,1,0,0,1,0,1,0,0,1
"2020",0,0,338,"0.2958579881656805%","0.0%","0.0%","0.0%","0.2958579881656805%",1,0,0,0,1,1,0,0,0,1
"2009",0,1,586,"0.17064846416382254%","0.0%","0.0%","0.0%","0.17064846416382254%",1,0,0,0,1,1,0,0,0,1
"2020",0,1,173,"0.0%","0.0%","0.5780346820809249%","0.0%","0.5780346820809249%",0,0,1,0,1,0,0,1,0,1
"2014",0,0,741,"0.1349527665317139%","0.0%","0.0%","0.0%","0.1349527665317139%",1,0,0,0,1,1,0,0,0,1
"2007",0,0,1217,"0.08216926869350863%","0.0%","0.0%","0.0%","0.08216926869350863%",1,0,0,0,1,1,0,0,0,1
"2014",0,1,52,"1.9230769230769231%","0.0%","0.0%","0.0%","1.9230769230769231%",1,0,0,0,1,1,0,0,0,1
"2018",0,1,267,"0.37453183520599254%","0.0%","0.0%","0.0%","0.37453183520599254%",1,0,0,0,1,1,0,0,0,1
"2020",0,1,323,"0.0%","0.0%","0.0%","0.30959752321981426%","0.30959752321981426%",0,0,0,1,1,0,0,0,1,1
"2022",1,0,2197,"0.04551661356395084%","0.0%","0.0%","0.0%","0.04551661356395084%",1,0,0,0,1,1,0,0,0,1
"2017",0,1,519,"0.1926782273603083%","0.0%","0.0%","0.0%","0.1926782273603083%",1,0,0,0,1,1,0,0,0,1
"2016",0,0,1138,"0.08787346221441125%","0.0%","0.0%","0.0%","0.08787346221441125%",1,0,0,0,1,1,0,0,0,1
"2017",0,0,925,"0.10810810810810811%","0.0%","0.0%","0.0%","0.10810810810810811%",1,0,0,0,1,1,0,0,0,1
"2017",0,0,205,"0.4878048780487805%","0.0%","0.0%","0.0%","0.4878048780487805%",1,0,0,0,1,1,0,0,0,1
"2011",0,0,1626,"0.06150061500615006%","0.0%","0.0%","0.0%","0.06150061500615006%",1,0,0,0,1,1,0,0,0,1
"2020",0,1,351,"0.2849002849002849%","0.0%","0.0%","0.0%","0.2849002849002849%",1,0,0,0,1,1,0,0,0,1
"2009",0,1,1019,"0.09813542688910697%","0.0%","0.0%","0.0%","0.09813542688910697%",1,0,0,0,1,1,0,0,0,1
"2017",0,1,364,"0.27472527472527475%","0.0%","0.0%","0.0%","0.27472527472527475%",1,0,0,0,1,1,0,0,0,1
"2001",0,1,333,"0.0%","0.0%","0.0%","0.3003003003003003%","0.3003003003003003%",0,0,0,1,1,0,0,0,1,1
"2011",0,1,118,"0.0%","0.0%","0.0%","0.847457627118644%","0.847457627118644%",0,0,0,1,1,0,0,0,1,1
"2015",0,1,113,"0.8849557522123894%","0.0%","0.0%","0.0%","0.8849557522123894%",1,0,0,0,1,1,0,0,0,1
"2009",0,1,170,"0.5882352941176471%","0.0%","0.0%","0.0%","0.5882352941176471%",1,0,0,0,1,1,0,0,0,1
"2003",0,1,122,"0.819672131147541%","0.0%","0.0%","0.0%","0.819672131147541%",1,0,0,0,1,1,0,0,0,1
"2015",0,1,1603,"0.06238303181534623%","0.0%","0.0%","0.0%","0.06238303181534623%",1,0,0,0,1,1,0,0,0,1
"2022",1,0,483,"0.0%","0.0%","0.2070393374741201%","0.0%","0.2070393374741201%",0,0,1,0,1,0,0,1,0,1
"2005",0,1,510,"0.19607843137254902%","0.0%","0.0%","0.0%","0.19607843137254902%",1,0,0,0,1,1,0,0,0,1
"2009",0,1,467,"0.21413276231263384%","0.0%","0.0%","0.0%","0.21413276231263384%",1,0,0,0,1,1,0,0,0,1
"2009",0,1,236,"0.423728813559322%","0.0%","0.0%","0.0%","0.423728813559322%",1,0,0,0,1,1,0,0,0,1
"2019",0,0,506,"0.1976284584980237%","0.0%","0.0%","0.0%","0.1976284584980237%",1,0,0,0,1,1,0,0,0,1
"2020",0,1,193,"0.5181347150259067%","0.0%","0.0%","0.0%","0.5181347150259067%",1,0,0,0,1,1,0,0,0,1
"2009",0,1,131,"0.7633587786259542%","0.0%","0.0%","0.0%","0.7633587786259542%",1,0,0,0,1,1,0,0,0,1
"2018",0,0,352,"0.2840909090909091%","0.0%","0.0%","0.0%","0.2840909090909091%",1,0,0,0,1,1,0,0,0,1
"2002",0,1,261,"0.3831417624521073%","0.0%","0.0%","0.0%","0.3831417624521073%",1,0,0,0,1,1,0,0,0,1
"2004",0,1,102,"0.9803921568627451%","0.0%","0.0%","0.0%","0.9803921568627451%",1,0,0,0,1,1,0,0,0,1
"2014",0,1,291,"0.3436426116838488%","0.0%","0.0%","0.0%","0.3436426116838488%",1,0,0,0,1,1,0,0,0,1
"2010",0,0,736,"0.1358695652173913%","0.0%","0.0%","0.0%","0.1358695652173913%",1,0,0,0,1,1,0,0,0,1
"2015",0,0,407,"0.2457002457002457%","0.0%","0.0%","0.0%","0.2457002457002457%",1,0,0,0,1,1,0,0,0,1
"2020",0,1,395,"0.25316455696202533%","0.0%","0.0%","0.0%","0.25316455696202533%",1,0,0,0,1,1,0,0,0,1
"2017",0,0,64,"0.0%","1.5625%","0.0%","0.0%","1.5625%",0,1,0,0,1,0,1,0,0,1
"2014",0,0,146,"0.0%","0.0%","0.0%","0.684931506849315%","0.684931506849315%",0,0,0,1,1,0,0,0,1,1
"2023",1,0,376,"0.0%","0.0%","0.0%","0.26595744680851063%","0.26595744680851063%",0,0,0,1,1,0,0,0,1,1
"2012",0,0,158,"0.6329113924050633%","0.0%","0.0%","0.0%","0.6329113924050633%",1,0,0,0,1,1,0,0,0,1
"2003",0,1,222,"0.0%","0.0%","0.0%","0.45045045045045046%","0.45045045045045046%",0,0,0,1,1,0,0,0,1,1
"2018",0,0,159,"0.6289308176100629%","0.0%","0.0%","0.0%","0.6289308176100629%",1,0,0,0,1,1,0,0,0,1
"2019",0,0,170,"0.5882352941176471%","0.0%","0.0%","0.0%","0.5882352941176471%",1,0,0,0,1,1,0,0,0,1
"2008",0,1,157,"0.6369426751592356%","0.0%","0.0%","0.0%","0.6369426751592356%",1,0,0,0,1,1,0,0,0,1
"2012",0,0,759,"0.13175230566534915%","0.0%","0.0%","0.0%","0.13175230566534915%",1,0,0,0,1,1,0,0,0,1
"2010",0,1,682,"0.1466275659824047%","0.0%","0.0%","0.0%","0.1466275659824047%",1,0,0,0,1,1,0,0,0,1
"2011",0,1,177,"0.5649717514124294%","0.0%","0.0%","0.0%","0.5649717514124294%",1,0,0,0,1,1,0,0,0,1
"2014",0,1,937,"0.0%","0.0%","0.0%","0.10672358591248667%","0.10672358591248667%",0,0,0,1,1,0,0,0,1,1
"2022",1,0,758,"0.13192612137203166%","0.0%","0.0%","0.0%","0.13192612137203166%",1,0,0,0,1,1,0,0,0,1
"2008",0,0,145,"0.6896551724137931%","0.0%","0.0%","0.0%","0.6896551724137931%",1,0,0,0,1,1,0,0,0,1
"2010",0,0,231,"0.0%","0.4329004329004329%","0.0%","0.0%","0.4329004329004329%",0,1,0,0,1,0,1,0,0,1
"2019",0,0,117,"0.0%","0.8547008547008547%","0.0%","0.0%","0.8547008547008547%",0,1,0,0,1,0,1,0,0,1
"2019",0,0,1366,"0.07320644216691069%","0.0%","0.0%","0.0%","0.07320644216691069%",1,0,0,0,1,1,0,0,0,1
"2006",0,1,1380,"0.07246376811594203%","0.0%","0.0%","0.0%","0.07246376811594203%",1,0,0,0,1,1,0,0,0,1
"2020",0,1,219,"0.45662100456621%","0.0%","0.0%","0.0%","0.45662100456621%",1,0,0,0,1,1,0,0,0,1
"2012",0,1,191,"0.0%","0.5235602094240838%","0.0%","0.0%","0.5235602094240838%",0,1,0,0,1,0,1,0,0,1
"2021",1,0,295,"0.3389830508474576%","0.0%","0.0%","0.0%","0.3389830508474576%",1,0,0,0,1,1,0,0,0,1
"2012",0,1,323,"0.30959752321981426%","0.0%","0.0%","0.0%","0.30959752321981426%",1,0,0,0,1,1,0,0,0,1
"2007",0,1,308,"0.3246753246753247%","0.0%","0.0%","0.0%","0.3246753246753247%",1,0,0,0,1,1,0,0,0,1
"2020",0,1,97,"0.0%","0.0%","0.0%","1.0309278350515463%","1.0309278350515463%",0,0,0,1,1,0,0,0,1,1
"2015",0,1,238,"0.0%","0.0%","0.0%","0.42016806722689076%","0.42016806722689076%",0,0,0,1,1,0,0,0,1,1
"2008",0,1,153,"0.6535947712418301%","0.0%","0.0%","0.0%","0.6535947712418301%",1,0,0,0,1,1,0,0,0,1
"2017",0,1,406,"0.24630541871921183%","0.0%","0.0%","0.0%","0.24630541871921183%",1,0,0,0,1,1,0,0,0,1
"2009",0,1,618,"0.16181229773462782%","0.0%","0.0%","0.0%","0.16181229773462782%",1,0,0,0,1,1,0,0,0,1
"2022",1,0,63,"0.0%","1.5873015873015872%","0.0%","0.0%","1.5873015873015872%",0,1,0,0,1,0,1,0,0,1
"2003",0,0,154,"0.6493506493506493%","0.0%","0.0%","0.0%","0.6493506493506493%",1,0,0,0,1,1,0,0,0,1
"2017",0,1,506,"0.0%","0.0%","0.0%","0.1976284584980237%","0.1976284584980237%",0,0,0,1,1,0,0,0,1,1
"2009",0,0,22,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2019",0,0,434,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2005",0,1,255,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2021",1,0,538,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2021",1,0,449,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2020",0,0,202,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2019",0,0,516,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2020",0,1,217,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2013",0,1,287,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2012",0,1,323,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2022",1,0,69,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2019",0,0,222,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2022",1,0,122,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2017",0,1,135,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2012",0,0,30,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2018",0,0,185,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2023",1,0,70,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2020",0,0,455,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2011",0,1,256,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2022",1,0,431,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2021",1,0,289,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2020",0,0,201,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2018",0,0,436,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2022",1,0,76,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2012",0,1,327,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2014",0,1,138,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2000",0,1,213,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2023",1,0,247,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2015",0,1,33,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2018",0,1,314,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2014",0,1,408,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2014",0,0,173,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2015",0,1,226,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2010",0,1,236,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2005",0,1,511,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2009",0,1,278,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2021",1,0,107,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2017",0,0,86,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2022",1,0,342,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2012",0,1,104,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2022",1,0,562,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2017",0,1,166,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2016",0,1,121,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2019",0,0,130,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2020",0,0,177,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2009",0,1,389,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2009",0,1,536,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2021",1,0,342,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2020",0,0,110,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2019",0,1,368,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2018",0,1,129,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2012",0,1,171,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2009",0,1,317,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2013",0,1,23,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2021",1,0,274,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2020",0,0,297,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2022",1,0,334,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2009",0,1,68,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2022",1,0,110,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2022",1,0,209,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2021",1,0,287,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2023",1,0,163,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2021",1,0,590,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2020",0,0,248,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2022",1,0,285,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2002",0,1,496,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2009",0,1,58,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2018",0,1,144,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2022",1,0,89,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2020",0,0,119,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2019",0,0,81,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2013",0,0,78,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2003",0,1,134,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2019",0,0,253,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2019",0,0,73,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2009",0,1,504,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2017",0,1,361,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2021",1,1,163,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2016",0,0,265,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2021",1,0,96,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2022",1,0,111,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2017",0,0,240,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2016",0,1,31,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2006",0,1,240,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2018",0,1,142,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2012",0,1,137,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2018",0,1,127,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2019",0,1,359,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2009",0,1,348,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2022",1,0,94,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2022",1,0,62,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2007",0,0,163,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2022",1,0,211,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2020",0,0,77,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2018",0,1,184,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2018",0,0,664,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2017",0,0,513,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2020",0,0,233,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2013",0,1,96,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2016",0,0,412,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2010",0,1,333,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2023",1,0,403,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2019",0,1,238,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2018",0,0,315,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2016",0,0,408,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2012",0,1,20,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2016",0,1,276,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2014",0,1,124,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2012",0,0,110,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"1998",0,1,359,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2022",1,0,392,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2009",0,1,36,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2007",0,1,542,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2015",0,1,246,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2018",0,1,127,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2009",0,0,167,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2016",0,0,169,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2016",0,1,88,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2020",0,0,364,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2014",0,1,375,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2020",0,0,161,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2015",0,1,181,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2004",0,1,330,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2016",0,0,275,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2017",0,0,108,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2021",1,1,102,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2014",0,0,249,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2022",1,0,221,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2018",0,0,172,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2017",0,1,314,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2018",0,1,177,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2015",0,0,1491,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2008",0,1,94,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2016",0,1,105,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2007",0,1,13,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2014",0,1,274,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2021",1,0,282,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2021",1,0,2080,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2022",1,1,442,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2015",0,1,561,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2018",0,0,174,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2013",0,0,33,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2015",0,1,320,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2012",0,0,141,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2020",0,0,90,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2019",0,0,540,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2000",0,1,417,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2013",0,0,116,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2018",0,1,180,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2019",0,0,373,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2022",1,0,172,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2010",0,1,225,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2008",0,1,65,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2009",0,1,35,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2011",0,1,938,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2022",1,0,506,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2003",0,0,35,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2019",0,0,94,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
